"country","local_id","global_id","type","day","month","year","participant_age","participant_gender","participant_occupation","participant_occ_detail","participant_education","participant_edu_length","participant_school_year","participant_nationality","hh_size","hh_age_1","hh_age_2","hh_age_3","hh_age_4","hh_age_5","hh_age_6","hh_age_7","hh_age_8","hh_age_9","hh_age_10","hh_age_11","hh_age_12","hh_age_13","hh_age_14","hh_age_15","hh_age_16","hh_age_17","hh_age_18","hh_age_19","hh_age_20","class_size","work_contacts","work_contacts_nr","child_care","child_care_detail","child_relationship","child_nationality","problems","diary_how","diary_missed_unsp","diary_missed_skin","diary_missed_noskin","diary_weight","dayofweek","weekday","holiday","cnt_count"
"BE",84346,337384,1,17,11,2010,52,"F",1,NA,5,NA,NA,"BE",3,19,52,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",50,NA,NA,NA,"BE","N",NA,4,NA,NA,NA,3,"Y","N",71
"BE",92192,368768,1,17,11,2010,51,"F",4,NA,2,NA,NA,"BE",1,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",4
"BE",93834,375336,1,27,10,2010,36,"F",4,NA,3,NA,NA,"OT",3,36,47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"OT",NA,NA,1,NA,NA,NA,3,"Y","N",6
"BE",97902,391608,1,3,11,2010,66,"F",2,NA,2,NA,NA,"BE",1,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,3,"Y","Y",22
"BE",101292,405168,1,18,11,2010,51,"M",4,NA,3,NA,NA,"BE",2,51,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,4,"Y","N",6
"BE",101499,405996,1,17,11,2010,38,"F",1,NA,3,NA,NA,"BE",4,11,8,39,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",14,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",16
"BE",101565,406260,1,25,10,2010,76,"F",2,NA,5,NA,NA,"BE",1,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,1,"Y","N",1
"BE",102388,409552,1,17,11,2010,33,"F",1,NA,3,NA,NA,"BE",4,0,4,33,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",35,NA,NA,NA,"BE","N",NA,4,NA,NA,NA,3,"Y","N",45
"BE",104728,418912,1,10,11,2010,24,"M",5,NA,6,NA,NA,"BE",4,49,50,22,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,3,NA,NA,NA,3,"Y","N",17
"BE",108387,433548,2,25,11,2010,17,"M",5,NA,2,NA,NA,"BE",4,13,43,17,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,4,"Y","N",30
"BE",108837,435348,1,26,10,2010,68,"F",2,NA,5,NA,NA,"BE",2,67,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,6,"N","N",5
"BE",111403,445612,1,3,11,2010,75,"F",2,NA,3,NA,NA,"BE",1,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","Y",15
"BE",113146,452584,1,20,11,2010,36,"F",1,NA,5,NA,NA,"BE",4,8,10,36,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",40,NA,NA,NA,"BE","N",NA,4,NA,NA,NA,2,"Y","N",48
"BE",115983,463932,1,28,10,2010,42,"F",4,NA,5,NA,NA,"BE",4,43,42,16,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",8
"BE",118408,473632,2,16,11,2010,13,"M",5,NA,1,NA,NA,"BE",5,11,12,13,43,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,2,"Y","N",34
"BE",118535,474140,1,29,10,2010,45,"M",1,NA,3,NA,NA,"BE",3,13,44,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",15,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,5,"Y","N",28
"BE",120038,480152,1,25,10,2010,51,"F",6,NA,5,NA,NA,"BE",1,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",15,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",6
"BE",120152,480608,1,15,11,2010,51,"F",1,NA,5,NA,NA,"BE",4,18,22,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",11
"BE",120226,480904,1,27,10,2010,24,"F",1,NA,6,NA,NA,"BE",2,24,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",9
"BE",123951,495804,1,26,10,2010,19,"F",5,NA,3,NA,NA,"BE",3,19,22,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,2,"Y","N",27
"BE",124592,498368,1,29,10,2010,31,"F",1,NA,3,NA,NA,"BE",3,1,35,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,5,"Y","N",7
"BE",127249,508996,1,19,11,2010,54,"F",1,NA,4,NA,NA,"BE",2,54,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,5,"Y","N",8
"BE",127270,509080,1,17,11,2010,36,"F",1,NA,6,NA,NA,"BE",3,2,34,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",40,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,3,"Y","N",45
"BE",127299,509196,1,17,11,2010,44,"F",1,NA,3,NA,NA,"BE",4,14,17,44,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",21
"BE",129718,518872,1,26,10,2010,79,"M",2,NA,1,NA,NA,"BE",1,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","N",1
"BE",130779,523116,1,26,10,2010,77,"M",2,NA,1,NA,NA,"BE",5,13,46,52,74,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","N",4
"BE",132169,528676,2,28,11,2010,16,"F",5,NA,2,NA,NA,"BE",4,16,20,47,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","N",13
"BE",132701,530804,1,25,10,2010,69,"F",2,NA,5,NA,NA,"BE",3,70,72,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",9
"BE",133609,534436,1,18,11,2010,78,"F",3,NA,4,NA,NA,"BE",1,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,4,"Y","N",4
"BE",140370,561480,1,17,11,2010,53,"F",1,NA,3,NA,NA,"BE",3,58,26,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",7
"BE",143921,575684,1,27,10,2010,56,"M",1,NA,5,NA,NA,"BE",2,56,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,3,"Y","N",20
"BE",147268,589072,1,27,10,2010,40,"F",1,NA,3,NA,NA,"BE",2,40,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",30,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",38
"BE",147532,590128,1,27,10,2010,20,"F",5,NA,3,NA,NA,"BE",5,20,22,22,48,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",10,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",13
"BE",151212,604848,1,17,11,2010,32,"F",1,NA,6,NA,NA,"BE",2,29,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",7
"BE",154799,619196,3,26,10,2010,4,"M",5,NA,4,NA,NA,"BE",4,4,5,39,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,"Y",3,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","N",17
"BE",160773,643092,1,16,11,2010,42,"F",1,NA,6,NA,NA,"BE",2,79,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,2,"Y","N",13
"BE",163265,653060,1,6,11,2010,37,"M",1,NA,6,NA,NA,"BE",2,34,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,6,"N","Y",3
"BE",163924,655696,1,28,10,2010,49,"F",1,NA,5,NA,NA,"BE",2,49,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,4,"Y","N",16
"BE",170596,682384,1,2,12,2010,21,"M",1,NA,3,NA,NA,"BE",3,42,43,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",6
"BE",170729,682916,1,20,11,2010,48,"F",1,NA,5,NA,NA,"BE",5,16,22,24,48,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,6,"N","N",43
"BE",170929,683716,1,17,11,2010,46,"F",1,NA,5,NA,NA,"BE",2,46,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",25,NA,NA,NA,"BE","N",NA,NA,NA,NA,NA,3,"Y","N",50
"BE",172249,688996,1,29,10,2010,65,"M",2,NA,3,NA,NA,"BE",2,60,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,5,"Y","N",4
"BE",174345,697380,1,27,10,2010,74,"F",2,NA,4,NA,NA,"BE",2,75,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,3,"Y","N",10
"BE",178287,713148,3,15,11,2010,6,"M",5,NA,5,NA,NA,"BE",4,41,37,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,"Y",4,NA,"BE",NA,NA,2,NA,NA,NA,1,"Y","N",10
"BE",181118,724472,3,28,10,2010,1,"M",6,NA,5,NA,NA,"BE",4,38,32,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",2,NA,"BE",NA,NA,3,NA,NA,NA,4,"Y","N",8
"BE",181882,727528,1,21,11,2010,41,"F",1,NA,6,NA,NA,"BE",5,60,11,13,14,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,0,"N","N",10
"BE",184160,736640,1,26,10,2010,50,"M",1,NA,5,NA,NA,"BE",2,50,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",30,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,2,"Y","N",47
"BE",188189,752756,1,24,10,2010,49,"M",1,NA,3,NA,NA,"BE",4,16,18,45,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",60,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,0,"N","N",120
"BE",188749,754996,1,27,10,2010,71,"M",2,NA,6,NA,NA,"BE",2,71,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",5
"BE",191529,766116,1,29,10,2010,51,"F",1,NA,4,NA,NA,"BE",1,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,5,"Y","N",11
"BE",192682,770728,1,29,10,2010,56,"F",1,NA,3,NA,NA,"BE",2,56,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,5,"Y","N",10
"BE",201795,807180,2,27,11,2010,16,"M",5,NA,2,NA,NA,"BE",4,14,49,44,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,6,"N","N",11
"BE",205052,820208,1,28,11,2010,29,"M",1,NA,5,NA,NA,"BE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,NA,NA,NA,NA,0,"N","N",46
"BE",210174,840696,3,17,11,2010,9,"M",5,NA,5,NA,NA,"BE",5,9,13,15,43,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,"Y",4,NA,"BE",NA,NA,4,NA,NA,NA,3,"Y","N",48
"BE",213544,854176,1,26,10,2010,52,"M",1,NA,5,NA,NA,"BE",2,52,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","N",12
"BE",215665,862660,1,29,10,2010,69,"M",1,NA,0,NA,NA,"BE",2,66,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,5,"Y","N",21
"BE",216250,865000,1,27,10,2010,33,"F",1,NA,5,NA,NA,"BE",4,6,9,33,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,NA,NA,NA,NA,3,"Y","N",10
"BE",216622,866488,1,26,10,2010,38,"F",1,NA,3,NA,NA,"BE",1,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",60,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,2,"Y","N",73
"BE",217612,870448,1,27,11,2010,52,"F",1,NA,5,NA,NA,"BE",3,59,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,6,"N","N",17
"BE",218307,873228,3,28,11,2010,4,"M",5,NA,6,NA,NA,"BE",4,4,6,35,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,"Y",3,NA,"BE","N",NA,1,NA,NA,NA,0,"N","N",5
"BE",218575,874300,3,28,11,2010,12,"M",5,NA,5,NA,NA,"BE",3,12,42,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,"Y",4,NA,"BE","N",NA,1,NA,NA,NA,0,"N","N",19
"BE",221582,886328,1,28,10,2010,71,"M",2,NA,1,NA,NA,"BE",2,64,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",4
"BE",222889,891556,1,16,11,2010,43,"F",1,NA,5,NA,NA,"BE",1,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",25,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","N",29
"BE",223825,895300,1,17,11,2010,24,"F",1,NA,5,NA,NA,"BE",2,24,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",5,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,3,"Y","N",19
"BE",225664,902656,1,26,10,2010,28,"M",1,NA,5,NA,NA,"EU",2,28,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",70,NA,NA,NA,"EU",NA,NA,1,NA,NA,NA,2,"Y","N",86
"BE",227760,911040,1,29,10,2010,25,"M",1,NA,5,NA,NA,"BE",4,24,25,53,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,"BE","N",NA,2,NA,NA,NA,5,"Y","N",36
"BE",231634,926536,1,16,11,2010,50,"M",1,NA,5,NA,NA,"BE",2,50,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",20,NA,NA,NA,"BE","N",NA,2,NA,NA,NA,2,"Y","N",14
"BE",236095,944380,1,18,11,2010,55,"M",1,NA,2,NA,NA,"BE",5,55,48,23,19,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",10
"BE",237254,949016,1,17,11,2010,46,"F",1,NA,3,NA,NA,"BE",5,14,19,46,48,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",30,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,3,"Y","N",41
"BE",238070,952280,1,4,12,2010,27,"M",1,NA,3,NA,NA,"BE",2,28,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,3,NA,NA,NA,6,"N","N",43
"BE",239183,956732,1,27,11,2010,29,"M",1,NA,6,NA,NA,"BE",2,28,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,6,"N","N",11
"BE",239374,957496,3,21,11,2010,3,"F",5,NA,5,NA,NA,"BE",4,2,3,36,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,"Y",3,NA,"BE","N",NA,1,NA,NA,NA,0,"N","N",5
"BE",241778,967112,1,29,10,2010,33,"F",1,NA,5,NA,NA,"BE",4,3,5,32,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",70,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,5,"Y","N",75
"BE",243369,973476,1,29,10,2010,78,"M",2,NA,2,NA,NA,"BE",2,78,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,5,"Y","N",2
"BE",244303,977212,1,27,10,2010,37,"F",3,NA,3,NA,NA,"BE",4,44,37,13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",9
"BE",244706,978824,1,28,10,2010,57,"F",3,NA,3,NA,NA,"BE",4,60,57,28,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,NA,NA,NA,NA,4,"Y","N",14
"BE",249821,999284,1,29,10,2010,31,"F",1,NA,5,NA,NA,"BE",2,31,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",40,NA,NA,NA,"BE","N",NA,2,NA,NA,NA,5,"Y","N",72
"BE",255010,1020040,1,19,11,2010,49,"F",1,NA,5,NA,NA,"BE",2,49,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,5,"Y","N",14
"BE",256146,1024584,1,27,10,2010,37,"F",1,NA,3,NA,NA,"BE",3,2,37,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",10,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",23
"BE",258605,1034420,1,27,10,2010,69,"M",2,NA,1,NA,NA,"BE",3,44,66,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE","N",NA,NA,NA,NA,NA,3,"Y","N",2
"BE",262080,1048320,1,15,11,2010,51,"F",1,NA,3,NA,NA,"BE",2,51,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",10,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,1,"Y","N",10
"BE",270985,1083940,1,16,11,2010,31,"M",6,NA,4,NA,NA,"BE",4,7,12,31,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,4,NA,NA,NA,2,"Y","N",9
"BE",274203,1096812,1,27,10,2010,23,"M",1,NA,2,NA,NA,"BE",3,23,45,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,2,NA,NA,NA,3,"Y","N",16
"BE",278685,1114740,1,29,10,2010,25,"F",1,NA,5,NA,NA,"BE",5,11,22,25,48,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,5,"Y","N",40
"BE",279254,1117016,1,20,12,2010,18,"M",5,NA,3,NA,NA,"BE",5,15,18,20,46,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,1,"Y","N",7
"BE",280492,1121968,1,27,10,2010,45,"F",1,NA,5,NA,NA,"BE",3,14,45,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",22
"BE",282627,1130508,1,28,11,2010,52,"M",1,NA,2,NA,NA,"BE",1,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,0,"N","N",8
"BE",285321,1141284,1,26,10,2010,48,"F",1,NA,3,NA,NA,"BE",3,24,48,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,2,"Y","N",34
"BE",287388,1149552,3,29,10,2010,1,"M",3,NA,3,NA,NA,"BE",3,1,27,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,"BE","N",NA,1,NA,NA,NA,5,"Y","N",4
"BE",291891,1167564,1,7,11,2010,88,"M",1,NA,6,NA,NA,"BE",1,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","Y",0
"BE",293498,1173992,1,18,11,2010,81,"F",2,NA,3,NA,NA,"BE",1,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,4,"Y","N",1
