"local_id","global_id","country","cnt_count","cnt_age_l","cnt_age_r","cnt_age_mean","cnt_sex","cnt_home","cnt_work","cnt_school","cnt_kindergarden","cnt_transport","cnt_leisure","cnt_otherplace","cnt_otherplace_family","cnt_otherplace_grandparents","cnt_loc_missing","cnt_frequency","cnt_touch","cnt_duration","cnt_hh_member"
19607,78428,"BE",49,NA,NA,32,"M",0,1,0,FALSE,0,0,0,0,0,FALSE,5,"N",1,"N"
19607,78428,"BE",49,NA,NA,28,"F",0,1,0,FALSE,0,0,0,0,0,FALSE,2,"Y",3,"N"
19607,78428,"BE",49,NA,NA,53,"F",0,1,0,FALSE,0,0,0,0,0,FALSE,2,"N",1,"N"
19607,78428,"BE",49,NA,NA,57,"F",0,1,0,FALSE,0,0,0,0,0,FALSE,2,"Y",4,"N"
19607,78428,"BE",49,NA,NA,34,"M",0,1,0,FALSE,0,0,0,0,0,FALSE,3,"N",4,"N"
19607,78428,"BE",49,NA,NA,29,"F",0,1,0,FALSE,0,0,0,0,0,FALSE,3,"N",4,"N"
19607,78428,"BE",49,NA,NA,19,"M",0,1,0,FALSE,0,0,0,0,0,FALSE,2,"N",5,"N"
19607,78428,"BE",49,NA,NA,41,"M",0,1,0,FALSE,0,0,0,0,0,FALSE,1,"N",5,"N"
19607,78428,"BE",49,NA,NA,35,"M",0,1,0,FALSE,0,0,0,0,0,FALSE,2,"N",3,"N"
19607,78428,"BE",49,NA,NA,42,"M",0,1,0,FALSE,0,0,0,0,0,FALSE,1,"Y",5,"N"
19607,78428,"BE",49,NA,NA,29,"M",0,1,0,FALSE,0,0,0,0,0,FALSE,2,"N",2,"N"
19607,78428,"BE",49,NA,NA,37,"M",0,1,0,FALSE,0,0,0,0,0,FALSE,1,"N",5,"N"
19607,78428,"BE",49,NA,NA,42,"M",0,1,0,FALSE,0,0,0,0,0,FALSE,2,"N",4,"N"
